Measure,Time,Band,Cluster,Normative_Mean,Normative_Std,diff,tCI_5,tCI_95,corr,cor_5,corr_95,cv,cv_5,cv_95,ICC,ICC_5,ICC_95,SEM
ERSP,15 - 120,35 - 45,Parieto-Occipital Left,0.12912096147407176,0.06055391248500272,0.0168916666069279,-0.0,0.03,0.5273170622081279,0.31,0.69,25.338413476275996,21.30054627519504,29.376280677356952,0.5145590452984026,0.3,0.68,0.046557098896048
ERSP,15 - 120,35 - 45,Parieto-Occipital Midline,0.10936357180733611,0.0508607673291512,0.0052096571132289,-0.01,0.02,0.6749418991834013,0.5,0.8,22.68758983914318,19.06496373211163,26.31021594617473,0.6753921325674587,0.51,0.79,0.0299002764850496
ERSP,15 - 120,35 - 45,Parieto-Occipital Right,0.0789609065345765,0.042300364807839684,0.0056462196362498,-0.0,0.02,0.6514311162363687,0.47,0.78,24.372003809624843,20.485520880835267,28.25848673841442,0.6472329210251118,0.47,0.78,0.0253828460207524
ERSP,15 - 120,35 - 45,Temporal Left,0.09366722340708532,0.05418627209403563,0.0016617690567515,-0.02,0.02,0.4117639848538022,0.17,0.61,33.77276645055537,28.41369103796671,39.13184186314404,0.4152856428459791,0.17,0.61,0.0441405832019994
ERSP,15 - 120,35 - 45,Temporal Right,0.07991962173958984,0.05812848676690929,0.0009008115049022,-0.02,0.02,0.2769054244730849,0.02,0.5,36.35228647879063,30.589139401968097,42.11543355561317,0.2782885892273282,0.02,0.5,0.0452589677474832
GERSP,15 - 120,35 - 45,Global,0.1275436622695152,0.051232768634874075,0.0088757933044052,-0.0,0.02,0.6037007683452819,0.41,0.75,17.324046965915503,14.5415987490543,20.10649518277671,0.5991028898241805,0.41,0.74,0.0330012946211893
GITC,15 - 120,35 - 45,Global,0.27437092542715036,0.07019797204535248,0.012166407862699,-0.0,0.03,0.5765253844750348,0.37,0.73,11.827420007029964,9.905996778786175,13.748843235273752,0.5718991715105992,0.37,0.72,0.0451883612449967
GRSP,15 - 120,35 - 45,Global,5.146152603491719,2.3908300794288695,-0.1350830916592678,-0.58,0.31,0.6743394118725909,0.5,0.8,15.15384143885144,12.711347379915598,17.596335497787283,0.6597427619592083,0.48,0.78,1.1781336123183703
ITC,15 - 120,35 - 45,Anterior-Frontal Left,0.27479863943547506,0.08899699694888615,0.0171380430333491,-0.01,0.04,0.602601170150737,0.41,0.75,17.246949563999582,14.476578351836649,20.017320776162524,0.5970504524720222,0.4,0.74,0.0604047191295749
ITC,15 - 120,35 - 45,Anterior-Frontal Midline,0.28963145891206327,0.0916327416238005,0.020695574800793,-0.0,0.04,0.5562415578546653,0.35,0.71,15.839190932992306,13.28933957205916,18.389042293925453,0.5440373723861952,0.34,0.7,0.064196455895607
ITC,15 - 120,35 - 45,Anterior-Frontal Right,0.2702266384224596,0.09033485683162268,0.0112124814674491,-0.01,0.03,0.5762667868729723,0.37,0.73,15.69215426878825,13.16533562284006,18.21897291473644,0.574829683366449,0.37,0.73,0.05986038601761
ITC,15 - 120,35 - 45,Centro-Parietal Left,0.3391801589400529,0.09467137528949282,0.018362790031894,0.0,0.04,0.6490389814609256,0.47,0.78,10.919942989186527,9.140672465647596,12.69921351272546,0.6348268101650356,0.45,0.77,0.0493533038246414
ITC,15 - 120,35 - 45,Centro-Parietal Midline,0.3508756817127376,0.10872036989637097,0.0131206018553148,-0.01,0.03,0.7179182959569024,0.56,0.82,14.146987389388707,11.862213056197874,16.431761722579544,0.71575206219344,0.56,0.82,0.0578073479561223
ITC,15 - 120,35 - 45,Centro-Parietal Right,0.2584264421771261,0.0761523913015918,0.008901122598646,-0.01,0.03,0.5590633061267852,0.35,0.72,14.591314884765266,12.236938397469618,16.945691372060903,0.5474108520099116,0.34,0.71,0.0489446766869882
ITC,15 - 120,35 - 45,Fronto-Central Left,0.29025077655701526,0.07894727909613262,0.0108129803176719,-0.01,0.03,0.5933352187535413,0.39,0.74,13.687466779856855,11.474674542331444,15.90025901738227,0.5920594198606944,0.4,0.74,0.0516893900835149
ITC,15 - 120,35 - 45,Fronto-Central Midline,0.3634567139403373,0.09834014672903885,0.0101731706222097,-0.01,0.03,0.5745653581442192,0.37,0.73,13.292315129907632,11.141421843765428,15.443208416049831,0.5726485336253224,0.37,0.72,0.064563606952964
ITC,15 - 120,35 - 45,Fronto-Central Right,0.2764228959102287,0.08203050362561531,0.0027714406113646,-0.02,0.02,0.5338455058655402,0.32,0.7,14.674573046154954,12.30715449542676,17.04199159688315,0.5351291779057806,0.32,0.7,0.055506469135574
ITC,15 - 120,35 - 45,Occipital Midline,0.2524956656255045,0.08005102595706234,0.0165686014527947,-0.01,0.04,0.4691655224396306,0.24,0.65,18.49941763740548,15.532852228926432,21.465983045884528,0.4595576166324108,0.23,0.64,0.0616482870982831
ITC,15 - 120,35 - 45,Parieto-Occipital Left,0.2706157382258878,0.08762864626963192,0.0210308034314456,-0.0,0.05,0.4940321344054751,0.27,0.67,17.235684849203604,14.467078210296508,20.004291488110702,0.4836102399142574,0.26,0.66,0.0657376687813395
ITC,15 - 120,35 - 45,Parieto-Occipital Midline,0.2445031528654682,0.0788519408930641,0.0104211962191476,-0.01,0.03,0.4665533997347925,0.23,0.65,19.10951062827444,16.047376552966124,22.17164470358276,0.4652706991560802,0.24,0.65,0.0578893866757689
ITC,15 - 120,35 - 45,Parieto-Occipital Right,0.2148889093059303,0.06862067948574076,0.0143215488600665,-0.0,0.03,0.3750982138706901,0.13,0.58,19.186590185718895,16.112381900978562,22.26079847045922,0.3668739493654879,0.12,0.57,0.0502599956178394
ITC,15 - 120,35 - 45,Temporal Left,0.24512930344060532,0.07770364406581445,0.0104693488663803,-0.01,0.03,0.4869773173698526,0.26,0.66,17.781345734639075,14.92726346473403,20.635428004544114,0.4872515884819277,0.26,0.66,0.0575772646333886
ITC,15 - 120,35 - 45,Temporal Right,0.23749276091795732,0.08330083204041945,0.0025598247483094,-0.02,0.02,0.5420113498996734,0.33,0.7,17.286100005105958,14.50959603036696,20.06260397984495,0.5460374511550492,0.33,0.71,0.0518839151428396
RSP,15 - 120,35 - 45,Anterior-Frontal Left,6.111356518716755,3.4489998841627676,-0.5986908698625147,-1.46,0.27,0.5640647975159185,0.36,0.72,22.304880015535776,18.74220389673885,25.8675561343327,0.54305174552059,0.33,0.7,2.3148495316648594
RSP,15 - 120,35 - 45,Anterior-Frontal Midline,5.401980515761213,2.615291785760251,-0.1849723200274675,-0.62,0.25,0.7590413139379757,0.62,0.85,14.819298628343953,12.42920938453634,17.20938787215156,0.7336978988131823,0.59,0.83,1.1500721338383622
RSP,15 - 120,35 - 45,Anterior-Frontal Right,5.944703242918752,3.5771857926674397,-0.0685450604123431,-0.57,0.44,0.7845272229226403,0.66,0.87,16.977734939009718,14.249535138723804,19.705934739295632,0.7825541640947735,0.66,0.87,1.3350761528921775
RSP,15 - 120,35 - 45,Centro-Parietal Left,4.356450674905666,2.2673624767834037,-0.1009215861657232,-0.46,0.25,0.7712096359712748,0.64,0.86,14.658485701926637,12.29358717038196,17.023384233471308,0.7646779874064169,0.63,0.85,0.9355571203877122
RSP,15 - 120,35 - 45,Centro-Parietal Midline,5.369039953940565,2.523327658007191,-0.1509419810493956,-0.52,0.22,0.8119036783914172,0.7,0.89,14.456970074409394,12.1236381731249,16.790301975693893,0.8067662411691197,0.69,0.88,0.9904785123758594
RSP,15 - 120,35 - 45,Centro-Parietal Right,5.027076347196781,2.39566194697632,-0.1841486524739477,-0.62,0.25,0.7077921787166106,0.55,0.82,14.85704075177392,12.461039352813748,17.253042150734093,0.6849934366558061,0.52,0.8,1.1553695580649643
RSP,15 - 120,35 - 45,Fronto-Central Left,5.9772498860197265,2.685876879514211,-0.2819427332949217,-0.85,0.29,0.6029662154021895,0.41,0.75,16.271943537420217,13.65430318351214,18.889583891328293,0.5531918691225294,0.34,0.71,1.5148101577166486
RSP,15 - 120,35 - 45,Fronto-Central Midline,5.69227085298884,2.970304381693999,0.1353384400114909,-0.21,0.48,0.7858630799532069,0.66,0.87,11.601266375518204,9.715269223931012,13.487263527105398,0.7867986542631539,0.66,0.87,0.919279859289367
RSP,15 - 120,35 - 45,Fronto-Central Right,5.689750452110902,2.447106394038838,0.123737963423213,-0.37,0.62,0.645253558286012,0.46,0.78,14.86098724704346,12.464367645125373,17.25760684896155,0.648285244970367,0.47,0.78,1.3151513940308788
RSP,15 - 120,35 - 45,Occipital Midline,6.22280859590929,3.722440556668343,0.1733436075580317,-0.56,0.9,0.6387432591302339,0.45,0.77,20.805838182455304,17.477981069372177,24.13369529553843,0.6405820326739143,0.46,0.77,1.9320177923566184
RSP,15 - 120,35 - 45,Parieto-Occipital Left,4.559496664302382,2.4392270297433756,-0.0726240422580942,-0.54,0.4,0.6017776636353069,0.4,0.75,17.489284389954367,14.680952380684388,20.29761639922434,0.6055795416687106,0.41,0.75,1.236529552927795
RSP,15 - 120,35 - 45,Parieto-Occipital Midline,4.019453048377946,2.3162746310788016,0.0482972067761289,-0.33,0.42,0.739434050785299,0.59,0.84,17.759163503798618,14.908555993086765,20.60977101451047,0.7409689896377085,0.6,0.84,0.985103557681468
RSP,15 - 120,35 - 45,Parieto-Occipital Right,4.4560007446061265,2.628989321639437,-0.0350450923729604,-0.6,0.53,0.5698034838124014,0.36,0.72,20.696449480749084,17.385727677437927,24.00717128406024,0.5715781766153025,0.37,0.72,1.4931507102738353
RSP,15 - 120,35 - 45,Temporal Left,6.270622741363762,3.137742045309833,-0.2756625065360318,-0.96,0.41,0.5022507028712615,0.28,0.67,22.46999453001064,18.881453872104608,26.05853518791668,0.5017372779971411,0.28,0.67,1.8205897959373736
RSP,15 - 120,35 - 45,Temporal Right,5.915014549343979,2.859423173250439,0.2566647563930095,-0.35,0.87,0.5058066487487418,0.28,0.68,19.456046934306375,16.33962930998,22.572464558632756,0.5067838449364864,0.29,0.68,1.620928246356787
ERSP,15 - 120,8 - 12,Anterior-Frontal Left,0.11085260351951523,0.12294706829289831,0.0145885204602372,-0.01,0.04,0.7047211914739443,0.54,0.82,70.14544651583124,59.08873386617984,81.20215916548264,0.7031173234833907,0.54,0.81,0.0651335255461815
ERSP,15 - 120,8 - 12,Anterior-Frontal Midline,0.13164058086628175,0.13503142336626525,0.0170445244899437,-0.01,0.04,0.7709571365679155,0.64,0.86,67.49023857056223,56.849453799581305,78.1310233415432,0.7677419217142212,0.64,0.86,0.0640348082029082
ERSP,15 - 120,8 - 12,Anterior-Frontal Right,0.14017434355537198,0.1416782946568882,0.0182849464670253,-0.01,0.04,0.7997794185609244,0.68,0.88,-341.349091569906,-287.9468037049511,-394.751379434861,0.7956766784387661,0.68,0.87,0.0633589125678293
ERSP,15 - 120,8 - 12,Centro-Parietal Left,0.2968058180001295,0.23909869271719938,0.0416463973567316,0.01,0.08,0.847683906845872,0.75,0.91,49.10634313335229,41.34532325781859,56.86736300888599,0.8354378646358751,0.73,0.9,0.0926757107313172
ERSP,15 - 120,8 - 12,Centro-Parietal Midline,0.11373219427778428,0.11990313211896367,0.0141727854624295,-0.01,0.04,0.5849278729215324,0.38,0.73,71.07416103512493,59.87196890971778,82.2763531605321,0.5842866919966546,0.39,0.73,0.0722276697589191
ERSP,15 - 120,8 - 12,Centro-Parietal Right,0.08975724687378285,0.09160702331343036,0.0079296320198677,-0.01,0.03,0.5719553647876291,0.37,0.72,-514.9952837982513,-434.3920030689045,-595.598564527598,0.5740361079522398,0.37,0.72,0.059439585456858
ERSP,15 - 120,8 - 12,Fronto-Central Left,0.14199293742119246,0.1299042983770741,0.0080065732543301,-0.01,0.03,0.7899846272664024,0.67,0.87,93.60363729596682,78.8722913483798,108.33498324355388,0.7808137822958635,0.65,0.86,0.058931926331719
ERSP,15 - 120,8 - 12,Fronto-Central Midline,0.14418562286917458,0.12745621377244845,0.0115217489298594,-0.01,0.03,0.8135682005767935,0.7,0.89,-18.41842237911967,-15.601953388907564,-21.234891369331777,0.8047020493389401,0.69,0.88,0.0523912783046273
ERSP,15 - 120,8 - 12,Fronto-Central Right,0.13475641577064412,0.1205951968310935,0.0101623533466881,-0.01,0.03,0.7976297204524534,0.68,0.88,20.902352372674383,17.559376691393634,24.245328053955134,0.7965219789875494,0.68,0.87,0.0528732971359514
ERSP,15 - 120,8 - 12,Occipital Midline,0.06921823319774974,0.08204100221610325,0.0074331117209256,-0.01,0.02,0.7564086223864842,0.62,0.85,24.266593753781137,20.396622895541704,28.136564612020553,0.7521193574862507,0.61,0.85,0.0447950764668234
ERSP,15 - 120,8 - 12,Parieto-Occipital Left,0.10738302443665872,0.11561703478300943,0.010354622007765,-0.01,0.03,0.7411443592445407,0.6,0.84,-121.206623580526,-102.28878725513816,-140.12445990591388,0.741150142757615,0.6,0.84,0.0577574157783949
ERSP,15 - 120,8 - 12,Parieto-Occipital Midline,0.04817434086712367,0.07505636196786933,0.0070809946073592,-0.01,0.03,0.5295690581711006,0.31,0.69,19.77206534594845,16.606144680698552,22.937986011198344,0.5167250643889959,0.3,0.68,0.0515381147208666
ERSP,15 - 120,8 - 12,Parieto-Occipital Right,0.05334513456586641,0.0839459714180888,0.0058264104814386,-0.01,0.02,0.6673033946912019,0.49,0.79,-19.84955414261299,-16.808903991920292,-22.89020429330569,0.6662790036876967,0.49,0.79,0.0469586001344274
ERSP,15 - 120,8 - 12,Temporal Left,0.09095679525217638,0.09052795049398976,0.0052400468451305,-0.02,0.03,0.5567433781726525,0.35,0.71,418.0791809666741,352.5200176348148,483.638344298533,0.5597326965812913,0.35,0.72,0.0611581104229804
ERSP,15 - 120,8 - 12,Temporal Right,0.11420405474871204,0.13181836380496512,0.005350756294466,-0.01,0.03,0.8016707354497077,0.68,0.88,29.698437910829057,24.977590035015567,34.41928578664256,0.8036525439139858,0.69,0.88,0.0530336432748625
GERSP,15 - 120,8 - 12,Global,0.12504503546323292,0.10934799185203539,0.0124547287759378,-0.01,0.03,0.8007115797664854,0.68,0.88,98.62447143218712,83.10663156981828,114.14231129455597,0.7963357739821639,0.68,0.87,0.047955749594256
GITC,15 - 120,8 - 12,Global,0.3278681997709378,0.14025241454453244,0.0107946379708245,-0.01,0.03,0.7871682002522977,0.66,0.87,16.58153299278205,13.915396668659357,19.24766931690475,0.7830940716718227,0.66,0.87,0.0614110250812346
GRSP,15 - 120,8 - 12,Global,46.75992687383611,10.754777506763967,-0.1057318662844367,-1.33,1.11,0.9066592326167172,0.85,0.94,5.615178167964842,4.6668781839905185,6.563478151939167,0.8968412944169851,0.83,0.94,3.211631581465336
ITC,15 - 120,8 - 12,Anterior-Frontal Left,0.324207058769142,0.16642553211578903,0.0181780149122256,-0.02,0.05,0.6876073272850088,0.52,0.8,25.276598966962226,21.24841476557843,29.30478316834603,0.687242980758193,0.52,0.8,0.0934510947363903
ITC,15 - 120,8 - 12,Anterior-Frontal Midline,0.35196049500163656,0.17712027661562324,0.0056983820855115,-0.03,0.04,0.7295159382632951,0.58,0.83,24.917227445434637,20.94533737908078,28.8891175117885,0.732264300045763,0.58,0.83,0.0923076980799188
ITC,15 - 120,8 - 12,Anterior-Frontal Right,0.37091221605717617,0.18801888735614952,0.0112854335878088,-0.02,0.05,0.7636401087091709,0.63,0.85,23.644925470337046,19.872336502969983,27.41751443770411,0.7636757332226289,0.63,0.85,0.0896188695904941
ITC,15 - 120,8 - 12,Centro-Parietal Left,0.4990042549981946,0.21954747936653887,0.0251822003220503,-0.01,0.06,0.7868679417257449,0.66,0.87,19.48527854278709,16.3642819019934,22.60627518358077,0.7833931136641232,0.66,0.87,0.1027997797704812
ITC,15 - 120,8 - 12,Centro-Parietal Midline,0.3151271542759867,0.16610108446138477,0.0213086041583841,-0.01,0.05,0.6871367098815618,0.52,0.8,22.57406402890332,18.969221293419576,26.178906764387065,0.6828040798110059,0.52,0.8,0.0868438551053996
ITC,15 - 120,8 - 12,Centro-Parietal Right,0.2938846436095938,0.1364512270925361,0.0079407405205684,-0.02,0.03,0.7225839874643014,0.57,0.83,16.8041717886568,14.10315997305219,19.505183604261404,0.7232258718036539,0.57,0.83,0.065023637655543
ITC,15 - 120,8 - 12,Fronto-Central Left,0.3403011945177213,0.15869547802496725,0.0110495782356268,-0.01,0.04,0.776801205522983,0.65,0.86,19.457355444281603,16.340732847015467,22.573978041547747,0.7718693815935739,0.64,0.86,0.0689485599800454
ITC,15 - 120,8 - 12,Fronto-Central Midline,0.33361862010342563,0.15823292181277723,0.0095811839097239,-0.02,0.04,0.7939156710391476,0.67,0.87,18.788610446265487,15.7767441220031,21.800476770527876,0.7922296615786193,0.67,0.87,0.0673505866874586
ITC,15 - 120,8 - 12,Fronto-Central Right,0.34933182239848676,0.15632766622993,0.0040193685846515,-0.02,0.03,0.7719712777488681,0.64,0.86,18.651202326781817,15.660860443853966,21.64154420970967,0.7659890501771575,0.63,0.86,0.0731893815291949
ITC,15 - 120,8 - 12,Occipital Midline,0.2474977595260604,0.12881300594210707,0.0036248670482773,-0.03,0.03,0.6205008120738215,0.43,0.76,28.234579746076665,23.743039492750796,32.72611999940253,0.6219671316809381,0.43,0.76,0.0775678634951375
ITC,15 - 120,8 - 12,Parieto-Occipital Left,0.3063843241433794,0.1466302857692454,-0.0020515168756397,-0.04,0.03,0.6058366826747952,0.41,0.75,24.147808822249225,20.2964451562179,27.999172488280553,0.6070045262283694,0.41,0.75,0.088289789644095
ITC,15 - 120,8 - 12,Parieto-Occipital Midline,0.22292917313302574,0.11697255388927785,0.0166286671820231,-0.01,0.05,0.4825883907898152,0.25,0.66,27.142036415642995,22.821638776812726,31.46243405447326,0.4788322701342863,0.25,0.66,0.0817708945451356
ITC,15 - 120,8 - 12,Parieto-Occipital Right,0.24491550483213323,0.14031084151073966,0.0156869448453865,-0.01,0.04,0.717946413984647,0.56,0.82,25.148436401238055,21.140328361565658,29.156544440910455,0.7131629186973769,0.56,0.82,0.0664347002105512
ITC,15 - 120,8 - 12,Temporal Left,0.2816509871064306,0.13541126765951095,0.0008894946455997,-0.03,0.03,0.6967287478013038,0.53,0.81,24.26536178966715,20.39558391375947,28.135139665574837,0.6969139215606814,0.53,0.81,0.0762919243127672
ITC,15 - 120,8 - 12,Temporal Right,0.34035179128620247,0.17933308316470753,0.0211931879117967,-0.01,0.05,0.7917766437458358,0.67,0.87,21.64830877378923,18.188481956969667,25.108135590608786,0.786257953590531,0.66,0.87,0.0777397171273212
RSP,15 - 120,8 - 12,Anterior-Frontal Left,45.65016156423282,12.317439443538806,1.191810315839849,-0.62,3.0,0.8517213887978545,0.76,0.91,8.639270208954446,7.217258103956172,10.061282313952724,0.8421992698016424,0.75,0.9,4.840091329933575
RSP,15 - 120,8 - 12,Anterior-Frontal Midline,47.15392101146929,11.643258845154435,-0.2166295652577545,-1.44,1.01,0.9272290394500036,0.88,0.96,5.454444410861633,4.531322737588657,6.37756608413461,0.919247440504896,0.87,0.95,3.218628715834262
RSP,15 - 120,8 - 12,Anterior-Frontal Right,46.72694579880113,11.642232844982555,-0.03788855684894,-1.42,1.34,0.9043803750605758,0.84,0.94,6.748124981564092,5.622353336409177,7.873896626719007,0.9010884068966764,0.84,0.94,3.629064268233998
RSP,15 - 120,8 - 12,Centro-Parietal Left,47.11444050959778,10.877375057320025,0.2120678910409349,-1.27,1.69,0.860382826960039,0.77,0.92,6.537479871539861,5.444704954163195,7.630254788916527,0.8523921345479667,0.76,0.91,3.8968559733254087
RSP,15 - 120,8 - 12,Centro-Parietal Midline,47.034605350408334,12.164142715498727,-0.6646609314909498,-2.17,0.84,0.8912493716689881,0.82,0.93,7.246278315671145,6.042472910532594,8.450083720809696,0.8812087874280548,0.81,0.93,3.9994644914114055
RSP,15 - 120,8 - 12,Centro-Parietal Right,45.169175283071645,11.40613669460284,-0.0592595557220269,-1.35,1.23,0.8961444247513705,0.83,0.94,5.955382642001907,4.95379096558121,6.956974318422601,0.895483763261001,0.83,0.94,3.3910955935913023
RSP,15 - 120,8 - 12,Fronto-Central Left,44.251914044131865,10.987934183445084,0.0270819078259548,-1.38,1.43,0.8886003629166122,0.82,0.93,6.994760774649472,5.830354602807113,8.159166946491831,0.8660388224508507,0.78,0.92,3.6993694801197887
RSP,15 - 120,8 - 12,Fronto-Central Midline,44.35342777259766,11.007878077367177,-1.493327391675673,-3.0,0.01,0.8641999229283372,0.78,0.92,7.344482318814465,6.125293642931667,8.563670994697262,0.8553207835500563,0.76,0.91,4.092344376169748
