Measure,Time,Band,Cluster,Normative_Mean,Normative_Std,diff,tCI_5,tCI_95,corr,cor_5,corr_95,cv,cv_5,cv_95,ICC,ICC_5,ICC_95,SEM
SNR,15 - 120,BroadBand,Anterior-Frontal Right,5.751768313953538,3.462211143372775,-0.0258784345056651,-0.74,0.69,0.7225036697315376,0.57,0.83,25.677144038138287,21.586216027154563,29.768072049122,0.7188560209647205,0.56,0.82,1.889460472118569
SNR,15 - 120,BroadBand,Centro-Parietal Left,9.389197605962176,5.394413495496681,0.103710895769429,-0.9,1.1,0.7481683366104264,0.61,0.84,25.09879214427635,21.098460682149614,29.099123606403086,0.7380080099048006,0.59,0.84,2.6394370022850007
SNR,15 - 120,BroadBand,Centro-Parietal Midline,5.463509249175872,2.948942687331879,-0.0137194802300635,-0.64,0.61,0.6492036620982818,0.47,0.78,19.859780024024698,16.680119199535856,23.03944084851355,0.6518589978405708,0.47,0.78,1.6509328588277803
SNR,15 - 120,BroadBand,Centro-Parietal Right,4.696342759902538,2.221002853275314,0.1212430302978812,-0.33,0.57,0.7136400925970943,0.56,0.82,20.966986801395063,17.613886391136017,24.320087211654112,0.7150360584409431,0.56,0.82,1.1938304089176717
SNR,15 - 120,BroadBand,Fronto-Central Left,6.1186706998919975,3.0878647319699115,0.0181699744747357,-0.49,0.53,0.859117911829983,0.77,0.91,16.683211860956277,14.001147942152842,19.36527577975971,0.8320645001816277,0.73,0.9,1.3433721752418513
SNR,15 - 120,BroadBand,Fronto-Central Midline,6.308628969311361,2.9417128773355645,-0.1218181677218863,-0.7,0.45,0.7175358287543073,0.56,0.82,20.22429208947229,16.987531883972046,23.461052294972532,0.7169228873144766,0.56,0.82,1.5153207960391857
SNR,15 - 120,BroadBand,Fronto-Central Right,5.737517208156634,2.6391228234248145,-0.0423030574254093,-0.62,0.54,0.675629797508039,0.5,0.8,22.096236884664,18.56624389148716,25.62622987784085,0.6664713672754738,0.49,0.79,1.5362129707532717
SNR,15 - 120,BroadBand,Occipital Midline,4.384276216625737,2.198886489372851,0.1845277057198513,-0.37,0.74,0.6186932492535276,0.43,0.76,26.270610133808383,22.08671799371579,30.454502273900996,0.612788941446777,0.42,0.75,1.4635860473919369
SNR,15 - 120,BroadBand,Parieto-Occipital Left,5.195116302366439,2.4655261704602203,0.0845621175069757,-0.46,0.63,0.6805691559280618,0.51,0.8,23.003772139503408,19.331617319025405,26.67592695998142,0.6839544906457211,0.52,0.8,1.4426862864792005
SNR,15 - 120,BroadBand,Parieto-Occipital Midline,3.880824865946169,1.9861590311846853,-0.0412190428539247,-0.7,0.62,0.2964638416509792,0.04,0.52,27.025079720232583,22.723002887614513,31.327156552850653,0.2710068294295568,0.01,0.5,1.7515486683914911
SNR,15 - 120,BroadBand,Parieto-Occipital Right,4.074714511776154,2.2260325436201565,0.061039152570263,-0.34,0.47,0.7151692921855467,0.56,0.82,22.593188315140672,18.98534983545544,26.20102679482591,0.6981857304266321,0.54,0.81,1.067133915325463
SNR,15 - 120,BroadBand,Temporal Left,4.69582108184179,2.220842177606532,0.107059102101536,-0.34,0.55,0.7367001668899531,0.59,0.84,20.36146291952336,17.103215443144666,23.619710395902043,0.7390385608723512,0.59,0.84,1.1721658409291371
SNR,15 - 120,BroadBand,Temporal Right,4.971244062727624,2.791046012188436,-9.28208478972449e-05,-0.46,0.46,0.7908951395034952,0.67,0.87,19.44152191862504,16.327379580861717,22.55566425638835,0.7895265293071428,0.67,0.87,1.2157918065661224
ERSP,15 - 300,12 - 25,Anterior-Frontal Left,0.07296415498186705,0.06294197173066861,0.0042944462954482,-0.01,0.02,0.7715719179198501,0.64,0.86,74.53928736049038,62.79429682850176,86.284277892479,0.7726055278001006,0.64,0.86,0.0305105544735467
ERSP,15 - 300,12 - 25,Anterior-Frontal Midline,0.08517309169657,0.0687814389259067,0.0070892655037761,-0.0,0.02,0.8035045291834056,0.69,0.88,112.44995972842796,94.76641151583942,130.1335079410165,0.8021614640605834,0.69,0.88,0.0312271611875102
ERSP,15 - 300,12 - 25,Anterior-Frontal Right,0.07772524519541686,0.06377608837780675,0.0040964214794332,-0.01,0.02,0.7802287291433853,0.65,0.86,31.066767921221484,26.131576532479865,36.00195930996309,0.7816880685391743,0.66,0.87,0.0303383673472011
ERSP,15 - 300,12 - 25,Centro-Parietal Left,0.1509743284172769,0.1083509866222229,0.0178575553472498,0.0,0.04,0.7679427482277158,0.63,0.86,131.35619864579053,110.71106248656052,152.00133480502058,0.7571514259994354,0.62,0.85,0.0476490376830182
ERSP,15 - 300,12 - 25,Centro-Parietal Midline,0.08001929153551567,0.06290765045501172,0.0076635307234157,-0.01,0.02,0.6553824858474829,0.48,0.78,63.5927403679434,53.56248335710478,73.622997378782,0.6540311565736727,0.48,0.78,0.0354800053735113
ERSP,15 - 300,12 - 25,Centro-Parietal Right,0.05190578777339359,0.05228279687186282,0.0095874472571501,-0.0,0.02,0.5796441974644984,0.38,0.73,68.50093994128468,57.70183277681931,79.30004710575007,0.5573028464857738,0.35,0.71,0.0369211243921242
ERSP,15 - 300,12 - 25,Fronto-Central Left,0.0881164949128586,0.06802567520317152,0.0041797340841872,-0.01,0.02,0.7600303187802028,0.62,0.85,36.60643355803067,30.80347534109501,42.409391774966345,0.7608618159278399,0.63,0.85,0.0331197250518183
ERSP,15 - 300,12 - 25,Fronto-Central Midline,0.1089407923497906,0.07443000485581684,0.0085403711649057,-0.0,0.02,0.7721136806473846,0.64,0.86,48.741165768249786,41.037349490301054,56.44498204619852,0.769466035824599,0.64,0.86,0.0351641002461079
ERSP,15 - 300,12 - 25,Fronto-Central Right,0.08054825272372172,0.05896417969906853,0.0073178386067996,-0.0,0.02,0.74014264028662,0.59,0.84,-4.136586882136975,-3.557311235807638,-4.7158625284663,0.7376407167286364,0.59,0.84,0.031750247019419
ERSP,15 - 300,12 - 25,Occipital Midline,0.05464001240555052,0.045217629558152346,0.0068679801234731,-0.0,0.02,0.6282065838365907,0.44,0.76,-193.57407095845224,-163.32015870487658,-223.82798321202793,0.6149609334206312,0.43,0.75,0.0300929071056247
ERSP,15 - 300,12 - 25,Parieto-Occipital Left,0.0830748983775021,0.06649743563321481,0.0064615246413669,-0.0,0.02,0.8110514086450926,0.7,0.88,43.72195191318865,36.80437573935254,50.639528087024765,0.8100733939244052,0.7,0.88,0.0295264579642604
ERSP,15 - 300,12 - 25,Parieto-Occipital Midline,0.049586067277662974,0.048041060800532845,0.0022658453430008,-0.01,0.01,0.5145906107201786,0.29,0.68,104.98575586107192,88.47144581909255,121.5000659030513,0.5181811579880593,0.3,0.69,0.0323284924413622
ERSP,15 - 300,12 - 25,Parieto-Occipital Right,0.03483214133446217,0.04430318225866207,0.0015532239551976,-0.01,0.01,0.4712302145159299,0.24,0.65,249.24549507351864,210.13346442171047,288.35752572532687,0.4613522610655162,0.23,0.64,0.0321587923309443
ERSP,15 - 300,12 - 25,Temporal Left,0.06373382797893437,0.05043267155497996,0.0001532609053719,-0.01,0.01,0.5153946367042515,0.29,0.68,336.6219429853495,283.8227355192048,389.4211504514941,0.5197314029802986,0.3,0.69,0.0373491784566764
ERSP,15 - 300,12 - 25,Temporal Right,0.05131483378279828,0.05058659880179523,0.0021750469167583,-0.01,0.01,0.7015891466898934,0.54,0.81,6.80058305828867,5.666594061792198,7.934572054785155,0.702521422686593,0.54,0.81,0.025880512853972
GERSP,15 - 300,12 - 25,Global,0.07665075459343465,0.05405772949456463,0.0063404653412139,-0.0,0.02,0.7727161363900038,0.64,0.86,-1262.6647765724333,-1064.9420112353837,-1460.3875419094832,0.7700023354482295,0.64,0.86,0.0260487261254242
GITC,15 - 300,12 - 25,Global,0.22375053911970957,0.06604595497730452,0.0073466504755825,-0.01,0.02,0.7146019917793661,0.56,0.82,11.844999243505937,9.92082229702734,13.769176189984536,0.7054850943203365,0.55,0.81,0.0351793665661989
GRSP,15 - 300,12 - 25,Global,45.8646429912235,6.243776841974841,0.5456315920298789,-0.22,1.31,0.9064328133944826,0.85,0.94,3.4073571666450553,2.8049036566537673,4.009810676636342,0.902988701034064,0.84,0.94,2.0409113544649538
ITC,15 - 300,12 - 25,Anterior-Frontal Left,0.22220518633023412,0.07486920512381927,0.0073587325537453,-0.01,0.02,0.6886255291890953,0.52,0.8,16.183514117374358,13.579725884222876,18.78730235052584,0.6874500974279677,0.52,0.8,0.0435895333320259
ITC,15 - 300,12 - 25,Anterior-Frontal Midline,0.24147022783107755,0.08032320590333525,0.0083745845275449,-0.01,0.03,0.6857253106657957,0.52,0.8,14.97933721131336,12.564178553097546,17.394495869529162,0.6827152424112963,0.52,0.8,0.0443423066871676
ITC,15 - 300,12 - 25,Anterior-Frontal Right,0.23363956015798518,0.07864433324694249,0.0076999910582274,-0.01,0.02,0.6917867434104965,0.53,0.81,15.275647892943113,12.814073332177276,17.73722245370895,0.6912571390744031,0.53,0.81,0.0417608765607795
ITC,15 - 300,12 - 25,Centro-Parietal Left,0.30350953315555296,0.10393131925364993,0.0083049763736615,-0.01,0.03,0.7407306853314523,0.6,0.84,14.093314096130358,11.816947473170272,16.369680719090447,0.7311866792991419,0.58,0.83,0.0532052993630836
ITC,15 - 300,12 - 25,Centro-Parietal Midline,0.2176373370558153,0.06978048433027846,0.0133888426272426,-0.0,0.03,0.5283283148674193,0.31,0.69,14.899179502268051,12.496577233822656,17.301781770713447,0.521190576251134,0.31,0.69,0.0455178187923582
ITC,15 - 300,12 - 25,Centro-Parietal Right,0.2024493713462631,0.06725315934647565,0.0096469296943399,-0.0,0.02,0.6890001803718456,0.52,0.81,15.158994771118392,12.715693462956851,17.602296079279935,0.6857680400496745,0.52,0.8,0.038035348411457
ITC,15 - 300,12 - 25,Fronto-Central Left,0.231625734110419,0.07732295067496374,0.0072852673370852,-0.01,0.02,0.7537655519087518,0.61,0.85,11.83768363532518,9.91465265008748,13.760714620562876,0.7356903574305783,0.59,0.84,0.0392611930230227
ITC,15 - 300,12 - 25,Fronto-Central Midline,0.26469765325284483,0.08269463651118529,0.0048784068342978,-0.01,0.02,0.7078647488292764,0.55,0.82,13.190122405358128,11.055237207476267,15.32500760323999,0.6976622270816392,0.54,0.81,0.0447077072671239
ITC,15 - 300,12 - 25,Fronto-Central Right,0.2383624300738698,0.07470460387987873,0.0049663085336889,-0.01,0.02,0.7163347612776749,0.56,0.82,13.295909820656036,11.144453440350109,15.447366200961968,0.7084454902401074,0.55,0.82,0.0400466694505135
ITC,15 - 300,12 - 25,Occipital Midline,0.19462736278283005,0.06230882580642863,0.0041979924322899,-0.01,0.02,0.5604281079386764,0.35,0.72,15.991172579586127,13.417513891630916,18.564831267541344,0.563524316126785,0.36,0.72,0.0425413301017793
ITC,15 - 300,12 - 25,Parieto-Occipital Left,0.230211877527211,0.07663680800748437,0.0063859061385539,-0.01,0.02,0.6459085903820185,0.46,0.78,15.355551048226364,12.881459972535488,17.82964212391724,0.6396615252323844,0.46,0.77,0.0448391737551488
ITC,15 - 300,12 - 25,Parieto-Occipital Midline,0.18282434635376535,0.05976840756263642,0.0064312009175938,-0.01,0.02,0.5169743984589418,0.3,0.69,15.169647471077557,12.72467745937661,17.614617482778495,0.5059987913019627,0.29,0.68,0.0404275453323939
ITC,15 - 300,12 - 25,Parieto-Occipital Right,0.16517122269972476,0.05970513700618775,0.0062655629918595,-0.01,0.02,0.6463923220212116,0.46,0.78,14.391463412059888,12.06839287172016,16.71453395239962,0.6413768585214531,0.46,0.77,0.0309620214906207
ITC,15 - 300,12 - 25,Temporal Left,0.20669637814990993,0.06527234795445305,0.0072002384956715,-0.01,0.03,0.5908774430243997,0.39,0.74,17.16859583465428,14.410498425938856,19.926693243369705,0.5916630838564785,0.39,0.74,0.0479641390862499
ITC,15 - 300,12 - 25,Temporal Right,0.20171345436984423,0.07347291659245331,0.0101851314367394,-0.0,0.02,0.6743961156465567,0.5,0.8,15.667682081644177,13.144696907535131,18.19066725575322,0.6700056676080783,0.5,0.79,0.0386760516754641
RSP,15 - 300,12 - 25,Anterior-Frontal Left,44.79115177834907,6.403317538682474,0.4140768505194456,-0.4,1.23,0.9021303247080078,0.84,0.94,3.9632306867867584,3.2737017767487164,4.652759596824799,0.9010006846497484,0.84,0.94,2.1667763897430534
RSP,15 - 300,12 - 25,Anterior-Frontal Midline,44.683548909238816,6.536645086676099,0.5567972008079837,-0.18,1.29,0.9268547819506938,0.88,0.96,3.690186621058963,3.043428989723997,4.3369442523939306,0.9243432594058516,0.87,0.95,1.9778664439725164
RSP,15 - 300,12 - 25,Anterior-Frontal Right,44.669391985577285,6.509401458719981,0.3428467279307144,-0.43,1.11,0.9183072655468996,0.86,0.95,3.7816903340048142,3.120599006025165,4.442781661984466,0.9177928402849092,0.86,0.95,2.041345272835968
RSP,15 - 300,12 - 25,Centro-Parietal Left,46.991139794674034,7.0958621190890945,0.214036787584922,-0.81,1.24,0.8635837202484894,0.78,0.92,4.428219654855506,3.6658520523005182,5.190587257410494,0.8637833250676802,0.78,0.92,2.6984072970712414
RSP,15 - 300,12 - 25,Centro-Parietal Midline,44.401185573158166,6.972577268233533,0.8975605945683656,-0.08,1.87,0.875831430118174,0.8,0.93,4.71080229230082,3.9041692313092713,5.5174353532923694,0.8688193316724567,0.79,0.92,2.638397971305837
RSP,15 - 300,12 - 25,Centro-Parietal Right,47.171478143631276,6.528817941344358,0.4829677355341759,-0.43,1.4,0.8757527731034895,0.8,0.93,4.086004951195718,3.377243935648979,4.794765966742458,0.8751441034409791,0.8,0.92,2.4360043997620826
RSP,15 - 300,12 - 25,Fronto-Central Left,45.32934823903536,5.93198126924069,0.6384123221798617,-0.2,1.48,0.8707525173597287,0.79,0.92,3.962089650441623,3.2727394792580515,4.651439821625194,0.8621276942720083,0.78,0.92,2.2457029142254834
RSP,15 - 300,12 - 25,Fronto-Central Midline,44.15579098463972,6.133911974467651,0.8856880669676656,0.02,1.75,0.8718224664715452,0.79,0.92,4.164999040897543,3.443863911972706,4.8861341698223795,0.8621804795315632,0.77,0.92,2.3662012092297684
RSP,15 - 300,12 - 25,Fronto-Central Right,45.469585886084225,5.753145833648586,0.5453089222115327,-0.24,1.33,0.8910371495579406,0.82,0.93,3.6139519123454007,2.9791361482125067,4.248767676478294,0.8847203848568611,0.81,0.93,2.0962376955751845
RSP,15 - 300,12 - 25,Occipital Midline,45.303401492614675,6.282184919862898,0.7638474543278695,-0.2,1.73,0.8569518768436466,0.77,0.91,4.314686665296652,3.570103558901548,5.059269771691755,0.8501557818111829,0.76,0.91,2.589646396637935
RSP,15 - 300,12 - 25,Parieto-Occipital Left,47.117104422577135,7.3892845172493695,0.8240281274201849,-0.0,1.65,0.9205270983433612,0.87,0.95,3.731358390273725,3.0781513632667097,4.38456541728074,0.9159718609222848,0.86,0.95,2.2451412630288696
RSP,15 - 300,12 - 25,Parieto-Occipital Midline,47.128536231406805,7.101991283991406,0.4798680976429763,-0.4,1.36,0.8963327544149537,0.83,0.94,4.051452190046955,3.348103728598819,4.75480065149509,0.8924418253198302,0.82,0.94,2.344940335878141
RSP,15 - 300,12 - 25,Parieto-Occipital Right,46.44059145995537,7.245823878080302,0.3933811093643536,-0.43,1.22,0.9085492270228704,0.85,0.95,3.911776124592512,3.2303073692928215,4.593244879892203,0.9054647928490122,0.85,0.94,2.1923327302281455
RSP,15 - 300,12 - 25,Temporal Left,45.18956853689018,5.647493392142594,0.4003767723915995,-0.69,1.49,0.7753757780618539,0.65,0.86,4.721150897819792,3.912896768486544,5.52940502715304,0.7767731202279466,0.65,0.86,2.8920528454689323
RSP,15 - 300,12 - 25,Temporal Right,45.01100070224699,5.894132932239575,0.2646983817067146,-0.63,1.15,0.8569864842075604,0.77,0.91,4.225656495689893,3.495019615106667,4.9562933762731225,0.8553225085969824,0.77,0.91,2.3504642980277413
ERSP,15 - 300,25 - 35,Anterior-Frontal Left,0.05284996033509198,0.04424501343233196,0.0062782877923788,-0.0,0.02,0.6719014016134554,0.5,0.79,92.73086628608807,78.13623648359648,107.32549608857968,0.6671731200679035,0.5,0.79,0.0285510650909961
ERSP,15 - 300,25 - 35,Anterior-Frontal Midline,0.060785041338337766,0.04720765309460189,0.0107872104695308,0.0,0.02,0.7383900353452484,0.59,0.84,-11.01447009040768,-9.3578010980482,-12.671139082767166,0.7251374825124544,0.57,0.83,0.0274593757160313
ERSP,15 - 300,25 - 35,Anterior-Frontal Right,0.048213380046462105,0.039454869025972464,0.0025959971720645,-0.01,0.01,0.6509107753018458,0.47,0.78,72.60763636554147,61.16523136252896,84.05004136855398,0.6534928715503369,0.47,0.78,0.0256519620821763
ERSP,15 - 300,25 - 35,Centro-Parietal Left,0.1020004094271089,0.0686212963114964,0.0129972254459712,-0.0,0.03,0.7329995378520201,0.58,0.83,348.75815674266033,294.0578591369793,403.45845434834143,0.7230227391853737,0.57,0.83,0.0357623622439432
ERSP,15 - 300,25 - 35,Centro-Parietal Midline,0.07746026387797171,0.052310359626007386,0.0049356918203462,-0.01,0.02,0.6616171825433149,0.48,0.79,38.20439328337616,32.151120962060084,44.25766560469226,0.6612833362324275,0.49,0.79,0.0316372746776034
ERSP,15 - 300,25 - 35,Centro-Parietal Right,0.043793265408010346,0.038703005109707166,0.0081223258724694,-0.0,0.02,0.5801033553659667,0.38,0.73,97.1325835798052,81.8484420802185,112.41672507939194,0.560403236804118,0.36,0.71,0.0269401704449314
ERSP,15 - 300,25 - 35,Fronto-Central Left,0.06965484781963356,0.049641943380508875,0.0055343139786546,-0.0,0.02,0.7393357237662679,0.59,0.84,40.579230907580225,34.15394961537282,47.00451219978765,0.7308595682366725,0.58,0.83,0.0271296181715942
ERSP,15 - 300,25 - 35,Fronto-Central Midline,0.0966240736756956,0.0649448994261414,0.0140773004828976,0.0,0.03,0.775159890398575,0.64,0.86,77.28050665041381,65.1061149009952,89.45489839983247,0.7625094712294206,0.62,0.85,0.0341460308130925
ERSP,15 - 300,25 - 35,Fronto-Central Right,0.054847299329148114,0.041849735869107646,0.0055036917498822,-0.0,0.02,0.6804300750236271,0.51,0.8,5.813035114409717,4.833741618171448,6.792328610647984,0.6790668553270929,0.51,0.8,0.026686980969041
ERSP,15 - 300,25 - 35,Occipital Midline,0.04439281242405383,0.03355077074917638,0.0094231614720013,0.0,0.02,0.6456675917668019,0.46,0.78,93.21548017947642,78.54493751712374,107.88602284182912,0.6260513397988903,0.44,0.76,0.0233774380767829
ERSP,15 - 300,25 - 35,Parieto-Occipital Left,0.06180631320549731,0.04723918642659463,0.0103353427086072,0.0,0.02,0.7585306077149994,0.62,0.85,34.972541775006945,29.425526277925297,40.51955727208859,0.7459960199041801,0.6,0.84,0.0275341600266435
ERSP,15 - 300,25 - 35,Parieto-Occipital Midline,0.043682667845236854,0.03634449619593812,0.0033301332589791,-0.01,0.01,0.5370419115799069,0.32,0.7,298.98700834451535,252.0831653288102,345.8908513602203,0.5375841128419492,0.32,0.7,0.0254485473395758
ERSP,15 - 300,25 - 35,Parieto-Occipital Right,0.027364516861953198,0.02958358245289244,0.0049454655507519,-0.0,0.01,0.4573152743287335,0.22,0.64,203.68939086449535,171.713544713005,235.66523701598575,0.4523135813491452,0.22,0.64,0.0194548925945438
ERSP,15 - 300,25 - 35,Temporal Left,0.04585659523033282,0.03772265321177529,0.0035407695187659,-0.01,0.01,0.5163042420914442,0.3,0.68,14.67124300785879,12.304346094528851,17.038139921188733,0.5168430260905513,0.3,0.68,0.029929617860947
ERSP,15 - 300,25 - 35,Temporal Right,0.03134413837780332,0.032684036432675985,0.0024321209481053,-0.01,0.01,0.402285883094541,0.16,0.6,99.2898507867082,83.6677818661482,114.91191970726815,0.3894853717030332,0.14,0.59,0.0241942273857671
GERSP,15 - 300,25 - 35,Global,0.05688218326636099,0.03706267949223454,0.0069954408064584,-0.0,0.01,0.7392992891102004,0.59,0.84,57.21970703401516,48.187760622540296,66.25165344549,0.7306992085118873,0.58,0.83,0.0209447139101277
GITC,15 - 300,25 - 35,Global,0.18452170935620868,0.04421500008188285,0.0075950856088374,-0.0,0.02,0.7191604040592169,0.56,0.83,10.317183283203308,8.63233269626645,12.002033870140163,0.7016500494748423,0.54,0.81,0.025736527627957
GRSP,15 - 300,25 - 35,Global,9.93823232991742,3.949938176687215,-0.1695784044132508,-0.76,0.42,0.8070825035680222,0.69,0.88,12.167348820223904,10.192677080720332,14.142020559727476,0.7980777513319842,0.68,0.88,1.5551762047552296
ITC,15 - 300,25 - 35,Anterior-Frontal Left,0.18014151216909685,0.05180973946193633,0.0075128764502832,-0.01,0.02,0.6981594663018997,0.53,0.81,15.489767922054977,12.994652301106624,17.984883543003328,0.6893587999065602,0.53,0.8,0.0339626782380344
ITC,15 - 300,25 - 35,Anterior-Frontal Midline,0.19027707053714377,0.053716326004016435,0.0121571624876635,-0.0,0.02,0.707668429944997,0.55,0.82,13.87506295482101,11.632884514516803,16.117241395125212,0.6923787404165962,0.53,0.81,0.0331814400830884
ITC,15 - 300,25 - 35,Anterior-Frontal Right,0.17849730259852883,0.04728378810330163,0.0051175801707602,-0.01,0.02,0.714189440605909,0.56,0.82,12.518735768329384,10.489020645810024,14.54845089084874,0.712788538091336,0.56,0.82,0.027227019382096
ITC,15 - 300,25 - 35,Centro-Parietal Left,0.22768032728275586,0.06276576829847569,0.0073138706570598,-0.0,0.02,0.7895056473099354,0.67,0.87,10.632129392393248,8.897943736493417,12.36631504829308,0.7723767417093393,0.64,0.86,0.0305396011003573
ITC,15 - 300,25 - 35,Centro-Parietal Midline,0.20701137344420387,0.05367553034185053,0.0054146750862141,-0.01,0.02,0.6494937330734499,0.47,0.78,12.472918602758124,10.450380558974423,14.495456646541822,0.6382333859011733,0.46,0.77,0.0331388886280018
ITC,15 - 300,25 - 35,Centro-Parietal Right,0.1689313049786465,0.043474501273712315,0.0074361959720405,-0.0,0.02,0.6392731492855783,0.45,0.77,13.180557234476812,11.0471703829828,15.313944085970826,0.6294443760073702,0.44,0.76,0.0273035262573679
ITC,15 - 300,25 - 35,Fronto-Central Left,0.19480960803602063,0.056181240244712015,0.0073124733736573,-0.01,0.02,0.7207867881139626,0.57,0.83,11.712349158760732,9.808951326193656,13.615746991327804,0.6990748793142915,0.54,0.81,0.032958040847708
ITC,15 - 300,25 - 35,Fronto-Central Midline,0.23571649651792492,0.066361591141138,0.0078060072963631,-0.01,0.02,0.7124586721515311,0.55,0.82,11.9596852558994,10.017543196770024,13.90182731502877,0.7064435366045917,0.55,0.82,0.038580273119079
ITC,15 - 300,25 - 35,Fronto-Central Right,0.1863907848191582,0.04859355960670383,0.0056180581441453,-0.01,0.02,0.7003348782822909,0.54,0.81,11.659991750364131,9.764795499841084,13.555188000887174,0.6906226660540812,0.53,0.81,0.02846984292291
ITC,15 - 300,25 - 35,Occipital Midline,0.17604978657871548,0.04951485864334397,0.0128842781442183,0.0,0.03,0.5781812409262147,0.37,0.73,13.786678636157191,11.558345251655522,16.015012020658865,0.56302865522831,0.36,0.72,0.0342746081962767
ITC,15 - 300,25 - 35,Parieto-Occipital Left,0.19086858396316853,0.05736760799748989,0.0135557458651375,0.0,0.03,0.6832367258654456,0.51,0.8,13.986843312633862,11.72715491903769,16.246531706230034,0.6527689263415176,0.47,0.78,0.0362114210336051
ITC,15 - 300,25 - 35,Parieto-Occipital Midline,0.16741998598865668,0.04945938674839379,0.0066488407556802,-0.01,0.02,0.6225307717723496,0.43,0.76,15.178919501319111,12.732497062558275,17.625341940079938,0.5932367018611799,0.4,0.74,0.0340976108029344
ITC,15 - 300,25 - 35,Parieto-Occipital Right,0.14858439923249872,0.0413510802192986,0.0075445055869111,-0.0,0.02,0.4548373482658669,0.22,0.64,14.39844075929084,12.07427724495723,16.722604273624444,0.4482935392465209,0.22,0.63,0.0280487966477214
ITC,15 - 300,25 - 35,Temporal Left,0.17192624568515116,0.0454138497934293,0.0069694366208095,-0.01,0.02,0.6396336003719844,0.45,0.77,13.71408265160238,11.49712114247856,15.931044160726204,0.6362280630415779,0.45,0.77,0.0324727628660541
ITC,15 - 300,25 - 35,Temporal Right,0.16186415173924784,0.04536097881917362,0.0010998605535951,-0.01,0.01,0.5520651875432204,0.34,0.71,14.444442927977164,12.113073354897749,16.775812501056585,0.5562629374905314,0.35,0.71,0.0292077932277451
RSP,15 - 300,25 - 35,Anterior-Frontal Left,10.957617739100789,4.917654507147566,-0.8336011417758148,-1.91,0.25,0.6582675981197686,0.48,0.78,17.668170755229916,14.83181690060327,20.50452460985656,0.6406550230367056,0.46,0.77,2.9000080702731226
RSP,15 - 300,25 - 35,Anterior-Frontal Midline,10.012297606967994,4.266961065826991,-0.130471674411088,-0.61,0.35,0.9056538297479356,0.84,0.94,10.917473846145771,9.138590104150222,12.69635758814132,0.8964184686345745,0.83,0.94,1.2628791905635832
RSP,15 - 300,25 - 35,Anterior-Frontal Right,10.507385945981335,4.469000711660821,-0.1221419606482757,-0.76,0.52,0.8489801230016774,0.76,0.91,13.60131971757921,11.402022078445112,15.800617356713309,0.8405407373891642,0.74,0.9,1.6935973713345802
RSP,15 - 300,25 - 35,Centro-Parietal Left,9.192413779508453,3.66113653104711,-0.1899163845498669,-0.71,0.33,0.8353880130326732,0.73,0.9,11.68416566125308,9.785182662692796,13.583148659813364,0.8318497133772035,0.73,0.9,1.365175465193616
RSP,15 - 300,25 - 35,Centro-Parietal Midline,10.515129814818142,4.7932010299129235,-0.2695235720800636,-0.89,0.35,0.8655950940590535,0.78,0.92,12.35767393872442,10.353188518173123,14.362159359275708,0.860887707759855,0.78,0.92,1.6313242953278198
RSP,15 - 300,25 - 35,Centro-Parietal Right,10.522788837037416,4.354626620494045,-0.2143194781333062,-0.84,0.41,0.8336163321871222,0.73,0.9,11.568122836556372,9.687317489956277,13.448928183156466,0.8274344088907641,0.72,0.89,1.6429537748778
RSP,15 - 300,25 - 35,Fronto-Central Left,11.61127080777396,4.378193987393318,-0.2955672486137139,-1.09,0.5,0.7382438054677147,0.59,0.84,13.414574137384502,11.24452945870492,15.584618816064088,0.7097612676593581,0.55,0.82,2.096311786803247
RSP,15 - 300,25 - 35,Fronto-Central Midline,11.48134071264901,4.424091499539985,0.4105374510861023,-0.23,1.05,0.8371194802580639,0.74,0.9,10.916762382673848,9.137990088632176,12.69553467671551,0.8355991425985543,0.74,0.9,1.7183908223049602
RSP,15 - 300,25 - 35,Fronto-Central Right,11.355794117947443,4.234620703084524,0.2836196709497389,-0.42,0.99,0.7778877634134492,0.65,0.86,12.629772846537788,10.582664202552332,14.676881490523243,0.7771482432237359,0.65,0.86,1.859883934314322
RSP,15 - 300,25 - 35,Occipital Midline,10.630545367396241,4.669205863069425,0.2501414144668246,-0.51,1.01,0.7408614441677842,0.6,0.84,16.793268451821998,14.093964601037325,19.49257230260666,0.7426643666610616,0.6,0.84,2.02097062211729
RSP,15 - 300,25 - 35,Parieto-Occipital Left,8.88688137524192,3.8821288281127213,0.0110803810676669,-0.55,0.57,0.7967265836995425,0.68,0.88,12.828537630759335,10.750293265293774,14.906781996224897,0.7981734624032706,0.68,0.88,1.4709432755770897
RSP,15 - 300,25 - 35,Parieto-Occipital Midline,7.8845044775839455,3.703078106292771,-0.0253755425201099,-0.54,0.49,0.8285401421668042,0.72,0.9,14.364455627495737,12.045615750355616,16.68329550463586,0.8306423254606013,0.73,0.9,1.3556189118953272
RSP,15 - 300,25 - 35,Parieto-Occipital Right,8.558985737411643,4.054773991439913,-0.2371680487374065,-0.89,0.41,0.7643340501294968,0.63,0.85,15.235934251502044,12.780580676428984,17.691287826575106,0.7602076045838907,0.62,0.85,1.7173568178616556
